Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
pro inline skates,3,3,90,18,0.38,https://proskatersplace.com/shop/inline-skates/,7,0.19,2.00,1,6340000,"[34,28,34,43,28,28,21,21,28,12,28,28]",2026-02-07,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
all terrain roller skates,2,2,140,6,0.53,https://proskatersplace.com/products/inline-skating/off-road-skates/,6,0.17,3.00,0.99,1440000,"[52,80,80,66,80,80,80,66,80,66,66,66]",2026-01-14,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
roller dome north fort wayne,2,2,720,39,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,6,0.17,0.00,0.01,362000,"[31,13,37,52,37,46,31,37,37,31,37,31]",2026-02-08,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Short videos","informational, navigational",People also ask
inline skates in,4,4,590,23,0.54,https://proskatersplace.com/7-best-inline-skate-brands/,6,0.17,3.00,0.6,19700000,"[45,45,45,67,67,45,45,36,10,10,45,45]",2026-01-08,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know",commercial,Things to know
pro skater,5,5,1300,66,0.97,https://proskatersplace.com/,6,0.17,5.00,0.02,50200000,"[44,34,20,44,34,44,44,65,34,44,44,34]",2026-02-10,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
best rollerblade wheels,2,2,50,18,0.43,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,6,0.17,2.00,0.88,1380000,"[23,23,23,42,33,23,23,19,23,23,19,9]",2026-02-21,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
north roller dome,2,2,880,34,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,6,0.17,0.00,0.01,5850000,"[16,54,2,100,2,54,66,4,30,54,41,7]",2026-01-26,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
grind shoes,14,14,1300,38,0.35,https://proskatersplace.com/shop/inline-skating/inline-boots/grind-shoes/,6,0.17,2.00,0.62,61100000,"[18,35,35,24,35,18,16,18,24,16,16,18]",2025-12-27,"Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic
roller bldes,1,1,170,23,0.37,https://proskatersplace.com/how-much-does-roller-skating-cost/,6,0.17,2.00,0.97,45000000,"[53,53,34,65,65,34,81,43,53,100,65,28]",2026-01-13,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know","commercial, informational",Things to know
rolki,1,1,170,36,0.00,https://proskatersplace.com/how-much-does-roller-skating-cost/,6,0.17,0.00,0.49,21700000,"[66,80,66,66,80,66,100,33,80,100,66,80]",2026-02-22,"Knowledge panel, Video, Popular products, Related searches, Things to know","informational, transactional",Things to know
roller drome nampa idaho,1,1,480,33,1.95,https://proskatersplace.com/what-to-wear-when-rollerskating/,6,0.17,11.00,0.05,5430,"[20,45,13,100,100,36,45,16,5,10,30,8]",2026-01-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, navigational",People also ask
proskate,8,8,1000,25,0.97,https://proskatersplace.com/,6,0.17,5.00,0.02,1530000,"[44,66,52,27,13,16,10,44,10,24,36,27]",2026-02-25,"Local pack, Sitelinks, Video, Image, Related searches","commercial, navigational",Organic
skate shops,19,19,4400,78,0.29,https://proskatersplace.com/,6,0.17,1.00,0.48,66800000,"[24,19,8,19,13,13,13,16,16,13,16,13]",2026-02-21,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
best inline rollerblades,4,4,140,26,0.42,https://proskatersplace.com/,6,0.17,2.00,1,388000,"[36,1,12,5,15,29,19,10,15,23,5,7]",2026-01-21,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
rollerblade tricks,2,2,140,14,0.00,https://proskatersplace.com/learn-rollerblade-tricks-without-getting-hurt/,6,0.17,0.00,0,666000,"[5,8,10,30,8,2,8,2,10,10,8,5]",2026-01-02,"Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums","informational, transactional",Organic
offroad inline skates,2,2,50,8,0.74,https://proskatersplace.com/products/inline-skating/off-road-skates/,6,0.17,4.00,1,696000,"[5,5,4,9,9,19,15,6,6,5,5,4]",2026-01-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
place skate,2,2,140,60,0.00,https://proskatersplace.com/,6,0.17,0.00,0.06,188000000,"[10,5,6,4,5,10,10,8,4,6,10,13]",2026-01-27,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, See results about",commercial,Local pack
roller skates,47,47,60500,68,0.41,https://proskatersplace.com/,6,0.17,2.00,1,37400000,"[54,44,44,54,44,44,44,36,36,30,30,44]",2026-02-21,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know","commercial, informational",Organic
roller derby outfits,3,3,390,39,0.53,https://proskatersplace.com/what-to-wear-when-rollerskating/,6,0.17,3.00,0.46,1140000,"[39,39,39,48,39,39,32,39,39,39,48,26]",2026-02-14,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",People also ask
inline skates for sale,9,9,320,30,0.33,https://proskatersplace.com/,6,0.17,1.00,0.99,7760000,"[100,81,54,29,44,44,5,54,100,36,12,23]",2026-01-13,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
what is alpine ski,1,1,170,26,0.00,https://proskatersplace.com/alpine-skis-vs-nordic-skis/,6,0.17,0.00,0,138000000,"[24,13,0,0,0,0,0,0,3,8,4,3]",2026-02-01,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
chaya,27,27,9900,27,0.40,https://proskatersplace.com/brand/chaya-skates/,6,0.17,2.00,0.09,17500000,"[44,66,54,66,54,66,54,54,81,44,54,54]",2026-02-18,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, Things to know","informational, transactional",Organic
inline skating vs roller skating,1,1,210,6,0.12,https://proskatersplace.com/inline-skates-vs-rollerblades/,6,0.17,0.00,0.38,8310000,"[100,100,28,43,53,23,82,28,17,35,43,53]",2026-01-22,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",AI overview
blades roller,16,16,3600,31,0.47,https://proskatersplace.com/,5,0.14,2.00,1,26500000,"[3,0,0,0,0,0,0,0,0,0,100,100]",2026-02-23,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
roller skate store near me,13,13,1900,62,0.57,https://proskatersplace.com/,5,0.14,2.00,0.95,16800000,"[44,29,35,44,29,44,44,44,8,29,24,24]",2026-02-19,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
usa skateland chandler,1,1,720,36,0.51,https://proskatersplace.com/what-to-wear-when-rollerskating/,5,0.14,2.00,0.07,8540,"[5,8,20,16,20,16,16,20,36,27,27,10]",2026-01-28,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
best inline skates for women,1,1,320,25,0.50,https://proskatersplace.com/7-best-inline-skate-brands/,5,0.14,2.00,1,9810000,"[45,30,30,36,16,16,24,16,16,20,20,30]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,AI overview
flying eagle roller skates,3,3,70,,0.65,https://proskatersplace.com/brand/flying-eagle/,5,0.14,3.00,0.84,669000,"[0,0,23,35,23,23,100,0,0,2,0,0]",2026-01-20,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
best inline skate brands,5,5,210,13,0.42,https://proskatersplace.com/,5,0.14,2.00,1,2320000,"[66,81,35,29,35,29,43,22,35,22,29,29]",2026-01-01,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic
wheels on rollerblades,2,2,260,15,0.40,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,5,0.14,2.00,0.99,4570000,"[8,30,0,13,5,100,100,0,0,0,0,0]",2026-01-10,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
undercover wheels,4,4,90,9,0.37,https://proskatersplace.com/brand/undercover-wheels/,5,0.14,1.00,0.61,12600000,"[19,26,26,19,65,15,65,42,34,26,26,19]",2025-12-29,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
roller king roseville ca,1,1,720,33,1.53,https://proskatersplace.com/what-to-wear-when-rollerskating/,5,0.14,7.00,0.02,246000,"[36,24,20,24,30,30,36,30,30,20,41,20]",2026-02-02,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,People also ask
best inline wheels,3,3,70,15,0.53,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,5,0.14,2.00,0.9,58000000,"[64,50,64,50,50,35,35,50,50,50,35,50]",2026-01-31,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
inline skate stores near me,5,5,170,54,0.51,https://proskatersplace.com/,5,0.14,2.00,0.98,959000,"[10,18,22,22,100,43,29,54,29,29,22,18]",2026-01-01,"Local pack, Sitelinks, Video, Related searches",transactional,Organic
skate away south ocala,8,8,590,18,0.00,https://proskatersplace.com/how-much-does-roller-skating-cost/,5,0.14,0.00,0.02,67700,"[88,48,59,100,32,39,88,59,32,32,48,32]",2026-01-26,"Knowledge panel, Video, People also ask, Related searches",informational,People also ask
what are inline rollerblades,1,1,170,20,0.20,https://proskatersplace.com/inline-skates-vs-rollerblades/,5,0.14,1.00,0.23,2640000,"[1,28,44,1,23,100,81,0,0,54,0,0]",2026-01-22,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,AI overview
usd aeon,5,5,210,1,0.32,https://proskatersplace.com/brand/usd-skates/,5,0.14,1.00,1,4190000,"[19,19,15,23,29,19,23,29,23,19,23,23]",2026-01-20,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",transactional,Organic
springfield skateland,2,2,1000,35,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,5,0.14,0.00,0.04,23500,"[52,84,100,37,68,46,52,46,16,13,46,37]",2025-12-27,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
off road rollerblade,2,2,40,1,0.23,https://proskatersplace.com/products/inline-skating/off-road-skates/,5,0.14,1.00,0.97,571000,"[21,6,15,21,15,9,0,0,12,9,3,21]",2026-01-14,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
pro skate shop near me,1,1,40,34,0.00,https://proskatersplace.com/,5,0.14,0.00,0.41,62300000,"[100,100,18,18,18,18,18,18,18,18,18,18]",2026-02-24,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
skates pro,2,2,70,20,0.94,https://proskatersplace.com/,5,0.14,4.00,0.45,26800000,"[6,34,6,34,34,34,6,34,6,0,34,0]",2026-01-30,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
roller skate shops near me,13,15,1900,61,0.57,https://proskatersplace.com/,5,0.14,2.00,0.95,3510000,"[44,44,10,10,13,16,7,29,7,10,24,19]",2026-02-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
skateland detroit,4,4,320,36,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,5,0.14,0.00,0.04,66600,"[6,20,6,8,6,8,16,10,6,45,81,8]",2025-12-29,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
roller blades near me,14,14,1900,28,0.51,https://proskatersplace.com/,5,0.14,2.00,1,22400000,"[28,24,24,28,28,28,36,28,24,19,19,19]",2026-02-21,"Local pack, Video, Image, People also ask, Related searches",transactional,Organic
penny board,30,30,18100,24,0.78,https://proskatersplace.com/products/skateboards-and-longboards/penny-boards/,5,0.14,3.00,0.89,125000000,"[29,20,20,24,16,29,24,24,24,24,81,29]",2026-02-25,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Things to know, AI overview","commercial, informational",Organic
skateland usa greensboro north carolina,1,1,1000,34,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,5,0.14,0.00,0.02,4220,"[55,10,100,81,100,81,100,6,45,81,62,100]",2026-02-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
roller skating vs inline skating,1,1,90,0,0.06,https://proskatersplace.com/inline-skates-vs-rollerblades/,5,0.14,0.00,0.17,7690000,"[0,0,0,0,16,20,0,45,0,0,0,0]",2025-12-29,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
skating rink near me open,1,1,390,55,1.89,https://proskatersplace.com/how-much-does-roller-skating-cost/,5,0.14,9.00,0.06,63300000,"[36,45,36,36,30,24,24,30,30,30,24,30]",2026-01-11,"Local pack, Image, People also ask, Related searches",transactional,People also ask
all terrain rollerblades,3,3,170,4,0.40,https://proskatersplace.com/products/inline-skating/off-road-skates/,5,0.14,2.00,0.99,305000,"[35,43,35,43,66,53,53,43,43,53,43,28]",2026-01-14,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
ennui protective gear,2,2,40,0,0.00,https://proskatersplace.com/brand/ennui/,5,0.14,0.00,0.77,276000,"[64,11,11,100,11,11,11,11,11,11,11,11]",2025-12-13,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
in line skates,13,13,1300,30,0.37,https://proskatersplace.com/shop/inline-skates/,5,0.14,1.00,0.98,19900000,"[7,10,8,10,7,10,8,4,13,13,8,10]",2026-02-03,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know",transactional,Organic
78a roller skate wheels,2,2,210,7,0.30,https://proskatersplace.com/products/roller-skating/roller-skate-wheels/,5,0.14,1.00,0.96,282000,"[10,8,8,13,20,20,16,24,16,16,20,20]",2026-01-28,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
roller blade wheels,10,10,1300,22,0.39,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,5,0.14,1.00,0.96,13700000,"[54,54,41,54,54,54,66,54,41,41,41,41]",2026-01-24,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
epic grind shoes,10,10,720,9,0.22,https://proskatersplace.com/shop/inline-skating/inline-boots/epic-grind-shoes/,5,0.14,1.00,0.9,6430000,"[30,34,24,24,24,16,16,16,16,44,24,20]",2026-01-31,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
what are speed skates,1,1,170,22,0.00,https://proskatersplace.com/inline-speed-skates/,5,0.14,0.00,0,25500000,"[100,28,35,28,43,35,35,35,23,35,35,66]",2026-01-06,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
chaya rollerskates,3,3,70,4,0.31,https://proskatersplace.com/brand/chaya-skates/,5,0.14,1.00,1,291000,"[8,14,22,4,4,8,4,14,22,35,6,14]",2026-01-14,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
discount inline skates,3,3,70,11,0.21,https://proskatersplace.com/products/clearance-items/,5,0.14,1.00,0.99,18000000,"[33,33,23,33,33,33,42,33,33,33,23,33]",2026-01-30,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
inline skate boot,2,2,40,0,0.46,https://proskatersplace.com/products/inline-skating/inline-boots/,5,0.14,2.00,0.63,2440000,"[0,17,11,5,0,0,17,52,52,11,100,29]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
top rollerblades,2,2,70,16,0.39,https://proskatersplace.com/,5,0.14,1.00,1,21900000,"[11,11,64,100,64,64,64,64,11,11,11,11]",2026-02-10,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
usd aeons,3,3,70,1,0.45,https://proskatersplace.com/brand/usd-skates/,5,0.14,2.00,1,146000,"[14,29,4,29,14,29,18,18,10,14,6,4]",2025-12-30,"Sitelinks, Video, Video Carousel, Related searches","informational, transactional",Organic
inline skate retailers,3,3,90,50,0.36,https://proskatersplace.com/,5,0.14,1.00,0.81,4690000,"[0,0,5,28,5,5,5,5,0,82,66,100]",2026-01-29,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
